recipe_id,recipe,prep_time,cook_time,total_time,servings,calories,fat,carbs,protein
661,French Almond Rum Cake,20 mins,55 mins,1 hr 55 mins,12,426,25g,43g,8g
662,Ratatouille Bake,15 mins,45 mins,1 hr,6,188,8g,22g,10g
663,Poulet au Vinaigre (Chicken with Vinegar),15 mins,1 hr,1 hr 15 mins,6,448,29g,5g,37g
664,Pear Tarte Tatin,30 mins,55 mins,1 hr 40 mins,8,444,22g,58g,4g
665,Quick Tomato and Bean Soup Provencal,15 mins,20 mins,35 mins,4,221,4g,35g,14g
666,Crêpes Suzette,15 mins,15 mins,45 mins,6,322,19g,27g,5g
667,Vanilla Crème Brûlée,15 mins,15 mins,2 hrs 30 mins,4,333,26g,18g,7g
668,Dijon Chicken,5 mins,35 mins,40 mins,4,539,37g,5g,41g
669,Ratatouille,15 mins,45 mins,1 hr,4,251,14g,24g,13g
670,Galette des Rois,20 mins,30 mins,50 mins,16,229,15g,20g,3g
671,French Apple Cake,30 mins,45 mins,1 hr 45 mins,8,287,13g,38g,3g
672,Tarte Tatin,15 mins,30 mins,50 mins,6,351,16g,53g,2g
673,Provencal White Beans,10 mins,40 mins,50 mins,8,219,10g,25g,9g
674,Sole Meuniere,10 mins,10 mins,20 mins,4,485,28g,25g,33g
675,Creme Patissiere (Vanilla Pastry Cream),5 mins,10 mins,15 mins,4,312,19g,27g,10g
676,Choux Pastry,5 mins,10 mins,15 mins,10,78,6g,5g,2g
677,Pain au Chocolat (Chocolate Croissants),45 mins,15 mins,4 hrs,9,1326,78g,153g,16g
678,Salmon en Croûte,15 mins,1 hr,1 hr 15 mins,4,1206,86g,61g,48g
679,Meat Pie,25 mins,25 mins,50 mins,8,381,24g,28g,14g
680,Sauce Vierge,15 mins,N/A,45 mins,4,209,18g,11g,2g
681,Beans and Greens Tartine,30 mins,35 mins,1 hr 5 mins,4,514,32g,38g,20g
682,Pâte Sucrée,20 mins,N/A,4 hrs 35 mins,12,324,18g,37g,4g
683,Basic Crêpes,10 mins,20 mins,30 mins,4,216,9g,26g,7g
684,Rich and Simple French Onion Soup,15 mins,40 mins,55 mins,4,586,44g,28g,21g
685,Chicken Cordon Bleu,10 mins,35 mins,45 mins,4,419,19g,13g,46g
686,Chef John's Quick Cassoulet,20 mins,45 mins,1 hr 25 mins,4,906,44g,72g,54g
687,Fondant Potatoes,15 mins,40 mins,1 hr 5 mins,6,239,11g,34g,4g
688,French Crêpes,5 mins,25 mins,30 mins,12,94,4g,10g,4g
689,Lobster Thermidor,30 mins,10 mins,40 mins,2,653,28g,14g,77g
690,Bûche de Noël,45 mins,15 mins,1 hr 30 mins,12,276,18g,28g,5g
691,Macarons,40 mins,20 mins,11 hrs 30 mins,15,73,3g,12g,1g
692,Chef John's Crème Fraîche,5 mins,N/A,2 days 5 mins,32,52,6g,1g,0g
693,The Best Lemon Vinaigrette,10 mins,N/A,10 mins,8,128,14g,2g,0g
694,Herbs de Provence,5 mins,N/A,5 mins,48,4,0g,1g,0g
695,New York Strip Steak au Poivre,25 mins,15 mins,40 mins,4,838,65g,6g,47g
696,Chicken Florentine,15 mins,20 mins,35 mins,4,571,33g,12g,50g
697,Chocolate Yule Log,50 mins,10 mins,3 hrs 15 mins,10,526,34g,56g,6g
698,Pastry Cream,15 mins,10 mins,25 mins,8,151,6g,21g,4g
699,Dessert Crepes,10 mins,20 mins,30 mins,8,164,8g,17g,6g
700,Creme Pat,5 mins,10 mins,15 mins,4,312,19g,27g,10g
701,Duck a l'Orange,15 mins,20 mins,50 mins,2,354,21g,15g,20g
702,Disney's Ratatouille,45 mins,45 mins,1 hr 30 mins,4,275,19g,25g,6g
703,Blender Hollandaise Sauce,5 mins,N/A,5 mins,6,163,18g,1g,2g
704,Eclairs,30 mins,50 mins,1 hr 20 mins,9,476,28g,49g,8g
705,Macarons (French Macaroons),30 mins,10 mins,2 hrs 10 mins,16,92,1g,18g,3g
706,Quiche Lorraine,15 mins,55 mins,1 hr 20 mins,6,761,68g,19g,19g
707,Lyonnaise Potatoes,30 mins,25 mins,55 mins,6,325,20g,35g,4g
708,How to Make Bordelaise Sauce,15 mins,30 mins,45 mins,6,82,1g,9g,2g
709,French Onion Soup Gratinée,15 mins,1 hr,1 hr 15 mins,4,618,36g,39g,30g
710,Omelet in a Bag,10 mins,20 mins,30 mins,1,484,34g,8g,38g
711,Chef John's Coq au Vin,15 mins,1 hr 30 mins,1 hr 45 mins,6,255,19g,5g,6g
712,"Chicken French (Rochester, NY Style)",15 mins,15 mins,30 mins,4,405,23g,15g,33g
713,Cordon Bleu Chicken Rolls,30 mins,40 mins,1 hr 10 mins,6,490,25g,14g,50g
714,Red Wine Reduction Sauce,5 mins,15 mins,20 mins,4,152,10g,4g,1g
715,Classic Chicken Cordon Bleu,20 mins,40 mins,1 hr,6,584,41g,8g,42g
716,Simple Crème Brûlée Dessert,15 mins,55 mins,3 hrs 10 mins,2,612,51g,36g,6g
717,Restaurant-Style French Onion Soup,20 mins,1 hr 25 mins,1 hr 45 mins,6,792,38g,77g,31g
718,Rich and Creamy Potatoes au Gratin,20 mins,1 hr 10 mins,1 hr 30 mins,8,352,20g,32g,12g
719,Garlic and Herb Cream Cheese,10 mins,N/A,8 hrs 10 mins,12,138,14g,1g,2g
720,Steelhead Trout Bake with Dijon Mustard,10 mins,10 mins,20 mins,4,145,4g,3g,19g
721,Delicious Easy Chicken Francese,25 mins,25 mins,50 mins,4,395,18g,20g,35g
722,Crème Fraîche Chicken,15 mins,30 mins,45 mins,6,708,43g,35g,48g
723,Tuscan Pork Tenderloin,5 mins,20 mins,30 mins,16,169,5g,1g,30g
724,Sautéed Mushrooms (Quick and Simple),10 mins,10 mins,20 mins,2,194,20g,5g,2g
725,German Pork Chops and Sauerkraut,15 mins,55 mins,1 hr 10 mins,8,363,10g,39g,29g
726,Sausage and Sauerkraut,15 mins,3 hrs 20 mins,3 hrs 35 mins,5,777,62g,29g,25g
727,German Beef Rouladen,20 mins,35 mins,55 mins,8,351,16g,5g,45g
728,Creamy Dill German Potato Salad,15 mins,25 mins,40 mins,4,331,15g,39g,11g
729,German Rhubarb Almond Cake,15 mins,1 hr 15 mins,2 hrs 30 mins,8,608,30g,77g,10g
730,Quark (Homemade Cheese),5 mins,15 mins,16 hrs 20 mins,4,73,3g,7g,5g
731,Easy Plum Cake,15 mins,45 mins,1 hr,8,304,13g,45g,4g
732,Spaghetti Ice Cream Sundae (Spaghetti-Eis),30 mins,N/A,1 hr,4,711,40g,79g,10g
733,Pfeffernusse Cookies,15 mins,15 mins,2 hrs 30 mins,18,284,6g,54g,4g
734,Crispy Roasted Chicken,20 mins,1 hr,1 hr 30 mins,6,495,35g,3g,42g
735,Wiener Schnitzel,15 mins,15 mins,1 hr 30 mins,4,515,29g,34g,29g
736,18 German Recipes That Are Comfort Food Favorites,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
737,Old German Honey Cookies,15 mins,15 mins,30 mins,24,233,9g,36g,3g
738,Jägerschnitzel,15 mins,40 mins,55 mins,4,917,57g,30g,67g
739,Chef John's Beef Rouladen,15 mins,1 hr 30 mins,1 hr 50 mins,2,641,39g,23g,48g
740,German Hamburgers (Frikadellen),20 mins,10 mins,40 mins,4,272,16g,9g,22g
741,Traditional Springerle,30 mins,30 mins,9 hrs,48,75,1g,16g,2g
742,German Semolina Pudding,5 mins,20 mins,25 mins,2,259,5g,41g,12g
743,Beer Glazed Brats and Sauerkraut,5 mins,40 mins,45 mins,4,454,33g,15g,17g
744,Slow Cooker German-Style Pork Roast with Sauerkraut and Potatoes,20 mins,8 hrs,8 hrs 20 mins,8,386,15g,31g,31g
745,20 German Recipes From Oma's Kitchen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
746,German Rouladen,20 mins,1 hr 10 mins,1 hr 30 mins,6,264,17g,8g,19g
747,"Grillhaxe (Grilled Eisbein, Pork Shanks)",10 mins,3 hrs,3 hrs 10 mins,12,532,28g,1g,71g
748,Krautburger,40 mins,40 mins,1 hr 30 mins,16,307,13g,30g,15g
749,Apfelkuchen (Apple Cake),20 mins,35 mins,1 hr 25 mins,12,370,14g,57g,5g
750,German Lebkuchen,20 mins,10 mins,8 hrs 30 mins,36,120,1g,27g,2g
751,Kate's Easy German Sauerbraten,30 mins,8 hrs 20 mins,2 days 8 hrs 50 mins,8,460,27g,18g,28g
752,Real Homemade Bologna,15 mins,1 hr,1 day 1 hr 15 mins,24,115,9g,N/A,9g
753,Schnitzel,10 mins,1 hr,1 hr 10 mins,4,677,31g,60g,38g
754,German Marble Cake,N/A,N/A,N/A,14,346,15g,46g,6g
755,Oktoberfest Chicken and Red Cabbage,20 mins,1 hr 25 mins,1 hr 45 mins,8,271,9g,24g,23g
756,Easy-Made German Quark,10 mins,2 hrs 15 mins,3 hrs 10 mins,28,91,6g,4g,2g
757,German Zwiebelkuchen (Onion Pie),1 hr,1 hr,2 hrs,12,441,26g,43g,10g
758,Easy German Apple Streusel Pie,20 mins,1 hr,1 hr 25 mins,10,365,17g,53g,4g
759,Kraut Bierocks,45 mins,1 hr,1 hr 45 mins,10,630,34g,55g,25g
760,Homemade Sauerkraut,10 mins,20 mins,30 mins,8,46,0g,10g,2g
761,Best Homemade Marzipan,10 mins,N/A,10 mins,12,171,11g,17g,4g
762,Jaeger Schnitzel,30 mins,2 hrs,2 hrs 30 mins,8,455,9g,54g,39g
763,Hasty Pudding,N/A,N/A,N/A,12,226,7g,40g,3g
764,German Currywurst,10 mins,20 mins,30 mins,4,451,32g,26g,18g
765,Gluehwein (German Mulled Wine),10 mins,1 hr,1 hr 10 mins,4,N/A,N/A,N/A,N/A
766,Butterkuchen,1 hr 30 mins,30 mins,2 hrs,24,207,9g,29g,4g
767,Bee Sting Cake (Bienenstich),30 mins,30 mins,2 hrs,16,226,14g,20g,5g
768,"Slow Cooker Pork, Sauerkraut, and Beer",15 mins,8 hrs,8 hrs 15 mins,8,166,6g,13g,14g
769,A Complete German Christmas Dinner Menu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
770,Fried Cabbage and Egg Noodles,5 mins,15 mins,20 mins,4,690,28g,93g,19g
771,German Rhubarb Streusel Cake,20 mins,40 mins,1 hr 30 mins,8,322,15g,42g,4g
772,German Rice,10 mins,55 mins,1 hr 5 mins,7,716,35g,79g,19g
773,Christmas Stollen,30 mins,40 mins,2 hrs 50 mins,15,178,7g,29g,2g
774,German Schwenkbraten,15 mins,20 mins,1 day 35 mins,8,649,48g,16g,39g
775,Cabbage and Kielbasa,15 mins,25 mins,40 mins,6,568,46g,22g,18g
776,Mandelmakronen (Almond Meringues),20 mins,15 mins,35 mins,48,40,2g,5g,1g
777,Schupfnudeln (German Fried Potato Dumplings),20 mins,45 mins,1 hr 5 mins,6,286,6g,50g,8g
778,Pork Roast and Sauerkraut,15 mins,6 hrs 25 mins,6 hrs 40 mins,8,406,25g,16g,27g
779,Red Currant Pie,20 mins,35 mins,1 hr 25 mins,10,257,10g,39g,4g
780,German Rocks,15 mins,10 mins,25 mins,36,179,9g,23g,3g
781,Bierock Casserole,20 mins,25 mins,45 mins,6,674,42g,33g,37g
782,Pfeffernusse,N/A,N/A,N/A,96,51,2g,7g,1g
783,German Anise Christmas Cookies (Springerle),N/A,N/A,N/A,36,115,1g,25g,2g
784,Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,25 mins,15 mins,40 mins,45,46,3g,5g,1g
785,Apple Cake with Cream Cheese Frosting,15 mins,45 mins,1 hr,24,284,15g,36g,3g
786,Sausage 'n Kraut,5 mins,10 mins,15 mins,4,268,17g,18g,14g
787,North German Gruenkohl (Kale) and Sausage,25 mins,1 hr 35 mins,2 hrs,4,828,66g,18g,39g
788,German Chicken,10 mins,30 mins,40 mins,4,253,2g,29g,29g
789,Greek Smashed Pita,15 mins,15 mins,30 mins,4,505,15g,56g,35g
790,Greek Steak Marinade,5 mins,N/A,5 mins,4,126,14g,2g,0g
791,Greek Beef Stuffed Onions (Salantourmasi),30 mins,2 hrs 50 mins,4 hrs,6,428,25g,26g,26g
792,Greek-Style Grilled Lamb Chops,10 mins,10 mins,4 hrs 55 mins,4,887,68g,4g,65g
793,Bougatsa,35 mins,45 mins,1 hr 50 mins,12,842,55g,73g,14g
794,Greek Turkey Meatballs,20 mins,10 mins,30 mins,4 to 6,473,32g,13g,35g
795,35 Delicious Feta Cheese Recipes for International Feta Day,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
796,Pan-Fried Halloumi,5 mins,10 mins,15 mins,4,256,21g,4g,14g
797,Greek-Style Chicken Pops,30 mins,30 mins,4 hrs,4,457,34g,24g,22g
798,Easy Bundt Pan Roasted Greek Chicken and Vegetables,20 mins,1 hr 10 mins,1 hr 30 mins,4 to 6,738,33g,56g,54g
799,Greek Potato Salad,15 mins,15 mins,35 mins,6,335,23g,28g,5g
800,Greek Chicken,10 mins,30 mins,2 hrs 40 mins,8,412,31g,4g,31g
801,Air Fryer Spanakopita,40 mins,15 mins,55 mins,24,122,7g,12g,4g
802,Pastitsio,20 mins,1 hr 30 mins,2 hrs,10,556,36g,22g,34g
803,Grilled Spatchcocked Greek Chicken,15 mins,1 hr,1 hr 25 mins,6,1213,115g,2g,39g
804,Souvlaki,30 mins,10 mins,2 hrs 40 mins,12,189,8g,4g,24g
805,Traditional Gyros,15 mins,45 mins,3 hrs 15 mins,12,425,41g,43g,22g
806,Greek Butter Cookies,20 mins,10 mins,30 mins,48,74,4g,9g,1g
807,Greek Baklava,25 mins,50 mins,1 hr 15 mins,18,393,26g,38g,6g
808,Spanakopita (Greek Spinach Pie),30 mins,40 mins,1 hr 10 mins,6,494,35g,32g,18g
809,Roasted Greek Lemon Potatoes,15 mins,1 hr,1 hr 15 mins,6,282,12g,40g,5g
810,Taramosalata,15 mins,N/A,20 mins,6,383,23g,35g,13g
811,Light and Easy Greek Potato Salad,30 mins,25 mins,1 hr 25 mins,8,105,7g,10g,1g
812,Traditional Gyro Meat,15 mins,1 hr,2 hrs 15 mins,10,258,17g,1g,24g
813,Greek Horiatiki Salad,10 mins,N/A,30 mins,4,233,18g,14g,7g
814,Moussaka,45 mins,1 hr,1 hr 45 mins,8,567,39g,29g,24g
815,20 Greek Easter Recipes for a Traditional Feast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
816,Avgolemono Soup,25 mins,2 hrs 10 mins,2 hrs 35 mins,6,485,22g,33g,37g
817,20 Greek Recipes That Are Perfect for Summer Dinners,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
818,Homemade Phyllo (or Filo) Dough,30 mins,N/A,2 hrs 30 mins,8,178,3g,33g,4g
819,Tzatziki Sauce,15 mins,N/A,15 mins,8,75,4g,6g,3g
820,Chicken Souvlaki with Tzatziki Sauce,15 mins,15 mins,2 hrs 30 mins,6,268,17g,3g,26g
821,Absolutely Fabulous Greek Salad Dressing,10 mins,N/A,10 mins,120,104,11g,2g,0g
822,Saganaki (Flaming Greek Cheese),10 mins,5 mins,15 mins,2,391,25g,15g,16g
823,Lemon Chicken Orzo Soup,20 mins,30 mins,50 mins,12,167,4g,22g,12g
824,Greek Lemon Chicken Soup,20 mins,30 mins,50 mins,16,124,7g,9g,8g
825,Greek Seasoning Blend,5 mins,N/A,5 mins,8,9,0g,2g,0g
826,Easy Baklava,30 mins,50 mins,1 hr 20 mins,36,201,14g,18g,3g
827,Greek Lentil Soup (Fakes),10 mins,1 hr,1 hr 10 mins,4,357,16g,40g,16g
828,Greek-Style Potatoes,20 mins,1 hr 30 mins,1 hr 50 mins,4,418,19g,59g,7g
829,Greek Couscous Salad,20 mins,5 mins,45 mins,3,254,6g,42g,9g
830,Greek Orzo Salad,15 mins,10 mins,1 hr 25 mins,6,393,13g,57g,14g
831,Vegetarian Moussaka,30 mins,1 hr 35 mins,2 hrs 35 mins,8,240,12g,26g,10g
832,Real Hummus,15 mins,N/A,15 mins,20,54,3g,7g,2g
833,Greek Salad,20 mins,N/A,20 mins,6,265,22g,14g,6g
834,Greek Tzatziki,15 mins,N/A,15 mins,40,22,1g,2g,1g
835,What Is Mountain Tea and Why Is It Good For You?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
836,My Own Famous Stuffed Grape Leaves,45 mins,1 hr 15 mins,2 hrs 30 mins,12,303,19g,31g,4g
837,Dolmas (Stuffed Grape Leaves),30 mins,45 mins,1 hr 30 mins,8,207,4g,39g,5g
838,Galaktoboureko,1 hr 40 mins,50 mins,2 hrs 30 mins,16,367,14g,52g,8g
839,Greek Garbanzo Bean Salad,10 mins,N/A,2 hrs 10 mins,8,214,12g,26g,5g
840,Beef Stifado in the Slow Cooker,15 mins,6 hrs 10 mins,6 hrs 25 mins,6,378,16g,21g,31g
841,Cucumber Gyro Sauce,15 mins,N/A,1 hr 15 mins,12,43,4g,1g,1g
842,Halloumi Cheese Fingers,5 mins,5 mins,10 mins,2,299,25g,3g,18g
843,Greek-Style Garlic Chicken Breasts,10 mins,10 mins,8 hrs 20 mins,4,644,58g,4g,28g
844,Loukoumades,10 mins,15 mins,1 hr 30 mins,25,167,7g,24g,3g
845,Black Bean Hummus,5 mins,N/A,5 mins,8,73,2g,10g,4g
846,Rizogalo (Greek Rice Pudding),5 mins,40 mins,5 hrs 15 mins,6,176,3g,31g,4g
847,Easy Tzatziki Sauce,10 mins,N/A,10 mins,8,36,3g,2g,2g
848,Mediterranean Orzo Salad,20 mins,15 mins,55 mins,6,418,27g,35g,11g
849,Greek Honey Cake,20 mins,55 mins,1 hr 15 mins,12,423,19g,62g,5g
850,Briam (Greek Baked Zucchini and Potatoes),30 mins,1 hr 30 mins,2 hrs,4,534,28g,66g,11g
851,Vasilopita - Greek New Years Cake,30 mins,1 hr,1 hr 30 mins,12,447,20g,61g,8g
852,What Is Souvlaki — And How Is It Different From a Gyro?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
853,Lamb (Gosht) Biryani,25 mins,1 hr,1 hr 25 mins,8,544,25g,64g,17g
854,Mixed Vegetable Curry,15 mins,40 mins,55 mins,4,244,10g,34g,6g
855,Carrot Halwa,30 mins,1 hr 15 mins,1 hr 45 mins,12,288,15g,34g,7g
856,One Pot Turmeric Chicken and Rice,20 mins,40 mins,1 hr,4,453,11g,28g,59g
857,Slow Cooker Butter Chicken,15 mins,4 hrs 15 mins,4 hrs 30 mins,6,501,37g,19g,30g
858,Roscoe's Chicken 65,20 mins,5 mins,25 mins,8,394,14g,38g,31g
859,Shrimp Biryani,20 mins,45 mins,1 hr 5 mins,6,294,15g,25g,15g
860,Golden Butter Rice,5 mins,20 mins,35 mins,8,161,12g,13g,1g
861,Paneer,30 mins,20 mins,2 hrs 50 mins,6,421,18g,38g,27g
862,My Mango Lassi,10 mins,N/A,10 mins,2,228,10g,24g,12g
863,Chickpea Tikka Masala,15 mins,20 mins,35 mins,4,485,10g,80g,22g
864,Air Fryer Samosas,25 mins,25 mins,50 mins,12,141,3g,20g,7g
865,Chicken Bhuna,20 mins,40 mins,1 hr,4,183,9g,16g,12g
866,Lamb Rogan Josh,30 mins,1 hr 15 mins,1 hr 45 mins,4,343,16g,14g,37g
867,Keema Aloo (Ground Beef and Potatoes),20 mins,55 mins,1 hr 20 mins,8,362,18g,23g,26g
868,Tandoori Chicken,25 mins,20 mins,7 hrs 5 mins,4,356,19g,14g,36g
869,Green Onion Garlic Naan Bread,20 mins,3 mins,38 mins,6,282,5g,53g,10g
870,Chef John's Mulligatawny Soup,30 mins,1 hr 10 mins,1 hr 40 mins,6,263,9g,29g,18g
871,Butter Chicken (Murgh Makhani),20 mins,40 mins,1 hr,4,552,38g,22g,33g
872,Quick Whole Wheat Chapati,10 mins,10 mins,20 mins,8,127,1g,27g,5g
873,Gajar Ka Halwa (Carrot Halwa),10 mins,1 hr 30 mins,1 hr 40 mins,8,459,14g,80g,9g
874,Easy Garam Masala,5 mins,N/A,5 mins,12,6,0g,1g,0g
875,Indian Chapati Bread,15 mins,10 mins,30 mins,10,110,3g,18g,3g
876,Kheer (Rice Pudding),5 mins,30 mins,35 mins,4,513,33g,48g,11g
877,Indian Style Basmati Rice,N/A,35 mins,50 mins,6,216,5g,39g,4g
878,Easy Indian Butter Chicken,15 mins,45 mins,1 hr,6,880,82g,13g,26g
879,Naan,30 mins,20 mins,2 hrs 30 mins,14,52,4g,4g,1g
880,Indian Chicken Curry,20 mins,25 mins,45 mins,4,313,22g,14g,19g
881,Easy Curry Sauce,15 mins,30 mins,45 mins,8,75,6g,6g,2g
882,Mulligatawny Soup,20 mins,1 hr,1 hr 20 mins,6,223,16g,14g,7g
883,Basic Congee,5 mins,1 hr,1 hr 5 mins,4,205,5g,26g,12g
884,Chili Garlic (Homemade) Paneer,30 mins,20 mins,6 hrs,4,413,23g,36g,18g
885,Chicken Makhani (Indian Butter Chicken),10 mins,25 mins,35 mins,4,408,28g,16g,23g
886,Chicken Tikka Masala,30 mins,50 mins,2 hrs 20 mins,4,404,29g,13g,25g
887,Authentic Saag Paneer,15 mins,45 mins,1 hr,4,299,20g,18g,17g
